  223  79196  22:13:13     79624  22:07:04   47.2 15.0   623.   61.9     80370  22:19:30  -14.1 16.4   639.   67.2
  224  79197  22:12:24     79425  22:03:45   57.2 14.6  1031.   65.6     80556  22:22:36  -30.1 16.9  1329.   75.4
  225  79198  22:11:29     79423  22:03:43   54.0 14.9   875.   65.4     80429  22:20:29  -25.5 16.9  1092.   74.8
  226  79199  22:10:28     79390  22:03:10   52.1 15.1   797.   65.8     80372  22:19:32  -25.8 17.0  1104.   76.2
  227  79200  22:09:21     79408  22:03:28   46.1 15.5   582.   65.7     80255  22:17:35  -22.5 17.0   953.   76.4
  228  79201  22:08:06     79216  22:00:16   54.2 15.2   883.   68.0     80188  22:16:28  -23.1 17.2   976.   78.0
  229  79202  22:06:45     79318  22:01:58   41.1 15.9   442.   67.6     79882  22:11:22   -6.4 16.9   423.   74.0
  230  79203  22:05:16     79188  21:59:48   44.3 15.9   525.   68.9     79863  22:11:03  -11.9 17.1   565.   77.2
  231  79204  22:03:40     79070  21:57:50   45.9 15.9   572.   70.1     79732  22:08:52   -9.2 17.2   490.   78.0
  232  79205  22:01:57     78907  21:55:07   50.2 15.9   718.   71.3     79673  22:07:53  -12.6 17.4   585.   80.5
  233  79206  22:04:11     78935  21:55:35   57.1 15.6  1019.   72.6     79958  22:12:38  -23.5 17.7   990.   85.3
  234  79207  22:06:17     79180  21:59:40   49.4 16.1   684.   73.3     79994  22:13:14  -17.1 17.7   732.   84.9
  235  79208  22:08:17     79189  21:59:49   56.8 15.8   993.   74.3     80134  22:15:34  -18.5 17.8   786.   86.8
  236  79209  22:10:08     79302  22:01:42   56.6 15.9   986.   75.1     80426  22:20:26  -30.6 18.2  1344.   91.5
  237  79210  22:11:50     79496  22:04:56   50.6 16.4   728.   76.4     80286  22:18:06  -14.0 17.9   628.   88.7
  238  79211  22:13:26     79543  22:05:43   53.9 16.3   860.   77.1     80424  22:20:24  -17.2 18.1   733.   91.0
  239  79212  22:14:55     79562  22:06:02   58.3 16.2  1068.   77.6     80665  22:24:25  -27.6 18.4  1182.   94.9
  240  79213  22:16:16     79689  22:08:09   55.5 16.5   929.   78.8     80597  22:23:17  -17.4 18.3   740.   94.1
  241  79214  22:17:32     79627  22:07:07   63.4 15.9  1368.   78.6     80744  22:25:44  -22.5 18.5   941.   96.6
